Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,topic_label,sentimen
536,2,0.7604,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['hmm', 'deh', 'pakai', 'toner', 'pakai', 'minggu', 'kaga', 'liat', 'hasil', 'malah', 'jerawat', 'mendem', 'makin', 'banyak', 'hampir', 'muka', 'sampe', 'beruntus', 'gabakal', 'repurchase', 'byeeee', 'pas', 'baca', 'ingredientsnya', 'fragrancenya', 'nyata', 'pakai', 'skincare', 'fragrancenya', 'sih', 'byebye', 'toner', 'npure']",Pembelian Produk,positive
537,0,0.9694,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pakai', 'toner', 'minggu', 'pertama', 'hasil', 'biasa', 'cuma', 'gasuka', 'bau', 'biarin', 'minggu', 'pakai', 'muka', 'makin', 'bruntusan', 'banyak', 'jerawat', 'batu', 'memang', 'benar', 'gacocok', 'dia', 'sih', 'tiap', 'kulit', 'orang', 'beda']",Penggunaan Produk,negative
538,0,0.688,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['harap', 'lebih', 'sama', 'si', 'npure', 'centella', 'padahal', 'gtau', 'malah', 'cocok', 'pakai', 'pertama', 'pas', 'aply', 'wajah', 'malah', 'merah', 'panas', 'mungkin', 'parfume', 'ingridients', 'nya', 'jadi', 'cocok', 'sama', 'kulit', 'sensitif']",Penggunaan Produk,positive
539,0,0.9854,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['sebenernya', 'cocok', 'sama', 'face', 'washnya', 'sayang', 'banget', 'cocok', 'sama', 'tonernya', 'kata', 'sih', 'memang', 'kandung', 'beda', 'sih', 'produk', 'toner', 'pakai', 'malah', 'bikin', 'muka', 'lihat', 'minyak', 'pas', 'pegang', 'sih', 'malah', 'bikin', 'muka', 'lihat', 'kusam', 'terus', 'tetap', 'pakai', 'eh', 'malah', 'muncul', 'jerawat', 'super', 'gede', 'pernah', 'kudapatin', 'belum', 'yakin', 'sih', 'garagara', 'tonernya', 'sempet', 'henti', 'pakai', 'skincare', 'pakai', 'ubah']",Penggunaan Produk,positive
540,1,0.9669,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['doesnt', 'work', 'on', 'me', 'rasa', 'ubah', 'signifikan', 'pakai', 'hari', 'laku', 'yaa', 'jadi', 'angkat', 'sisa', 'kotor', 'muka', 'bersihin', 'muka', 'mandi', 'so', 'sad', 'kirain', 'cocok']",Kualitas Produk,negative
541,0,0.9931,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['sorry', 'to', 'bingung', 'sama', 'produk', 'ingredientsnya', 'bagusbagus', 'centella', 'asiatica', 'niacinamide', 'malah', 'cocok', 'sama', 'produk', 'apa', 'fragrance', 'entah', 'muka', 'malah', 'makin', 'merah', 'redness', 'jerawat', 'sembuhsembuh', 'kalau', 'wajah', 'sensitif', 'merah', 'gatal', 'terus', 'pakai', 'produk', 'wah', 'makin', 'menjadijadi', 'merah', 'gatal', 'sedih', 'banget', 'cocok', 'sama', 'produk', 'padahal', 'ekspektasiku', 'tinggi', 'ingredientsnya', 'bagus', 'belum', 'pernah', 'pakai', 'produk', 'kandung', 'cica', 'niacinamide', 'cocok', 'dua', 'kandung', 'sebut', 'sangat', 'sayang', 'malah', 'cocok', 'produk', 'plus', 'dapet', 'cuma', 'lembabnya', 'packaging', 'lucu', 'segi', 'harga', 'k', 'turut', 'worth', 'benefit', 'dapet', 'melembabkan', 'malah', 'efek', 'negatif', 'paling', 'rasain', 'brandbrand', 'lebih', 'murah', 'melembabkan', 'wajah', 'efek', 'negatif', 'disclaimer', 'cocok', 'wajah', 'cocok', 'wajah', 'orang', 'bukti', 'banyak', 'review', 'bagus', 'produk', 'jadi', 'bijak', 'pilih', 'produk', 'pasti', 'sesuai', 'butuh', 'kulit', 'rasa', 'milik', 'normal', 'skin', 'sensitif', 'jerawat', 'mungkin', 'besar', 'cocokcocok', 'produk']",Penggunaan Produk,positive
542,0,0.9854,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['banyak', 'bilang', 'bagus', 'banget', 'buat', 'jerawat', 'akhir', 'beli', 'waktu', 'masalah', 'jerawat', 'bekas', 'ekspektasiku', 'lumayan', 'tinggi', 'waktu', 'beli', 'harap', 'masalah', 'jerawat', 'ilang', 'eh', 'tau', 'malah', 'bikin', 'jerawat', 'kmrn', 'kempes', 'malah', 'mateng', 'gatau', 'stop', 'lama', 'beberapa', 'hari', 'buat', 'liat', 'sama', 'efek', 'pas', 'dipake', 'malah', 'jadi', 'panas', 'kulit', 'huhu', 'sedih', 'banget', 'padahal', 'banyak', 'suka', 'sama', 'aroma', 'bau', 'teh']",Penggunaan Produk,negative
543,0,0.9682,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['awal', 'pakai', 'sih', 'amanaman', 'kok', 'wajah', 'timbul', 'jerawat', 'kecilkecil', 'jerawat', 'sembuhsembuh', 'jadi', 'mau', 'nerusin', 'pakai', 'si', 'toner', 'lepas', 'si', 'toner', 'wajah', 'makin', 'baik', 'wajah', 'masingmasing', 'cocok', 'atau', 'cocok']",Penggunaan Produk,negative
544,2,0.5532,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['duhhh', 'cocok', 'yah', 'pakai', 'padahal', 'sunscreen', 'masker', 'nya', 'sukaaaa', 'tekstur', 'nya', 'ringan', 'banget', 'efek', 'jadi', 'breakout', 'pertama', 'kali', 'pakai', 'sih', 'lanjut', 'sampe', 'weeks', 'eh', 'beneran', 'deh', 'cocok', 'dari', 'mubazir', 'pakai', 'jarang', 'once', 'a', 'week', 'buat', 'jidat']",Pembelian Produk,positive
545,0,0.9824,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['sayang', 'banget', 'produk', 'doesnt', 'work', 'well', 'on', 'my', 'skin', 'seta', 'hari', 'pakai', 'csm', 'sih', 'malah', 'kulit', 'wajah', 'gatal', 'harus', 'toner', 'tipe', 'hydrating', 'cocok', 'wajah', 'mungkin', 'persentase', 'ingredientsnya', 'kali', 'terima', 'wajah', 'sangat', 'rekomendasi', 'kalian', 'suka', 'aroma', 'soothing', 'tekstur', 'cair', 'toner', 'jangan', 'lupa', 'patch', 'test', 'yaaaa']",Penggunaan Produk,negative
546,2,0.9174,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['toner', 'juta', 'umat', 'kata', 'i', 'saw', 'this', 'was', 'trending', 'among', 'teenagers', 'and', 'i', 'tried', 'it', 'buttt', 'sadly', 'jodoh', 'kali', 'npure', 'i', 'almost', 'used', 'up', 'a', 'full', 'bottle', 'even', 'though', 'i', 'didnt', 'think', 'npure', 'was', 'the', 'cause', 'of', 'the', 'breakouts', 'on', 'my', 'face', 'i', 'realized', 'when', 'i', 'left', 'all', 'my', 'skincare', 'except', 'this', 'npure', 'and', 'thennn', 'the', 'breakout', 'is', 'always', 'stay', 'on', 'and', 'never', 'lost', 'and', 'even', 'more', 'the', 'main', 'advantage', 'of', 'this', 'product', 'is', 'centella', 'asiatica', 'but', 'it', 'turns', 'out', 'that', 'after', 'looking', 'at', 'the', 'ingredients', 'there', 'are', 'not', 'suitable', 'for', 'my', 'skin', 'pls', 'check', 'the', 'ingredients', 'bfr', 'u', 'try', 'it', 'guys']",Pembelian Produk,positive
547,0,0.9771,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['sebenernya', 'bagus', 'bagus', 'sih', 'sekarang', 'kondisi', 'kulit', 'kering', 'cocok', 'banget', 'buat', 'make', 'toner', 'jadi', 'bikin', 'keset', 'gituu', 'akhir', 'nya', 'nganggur', 'deh', 'tu', 'toner', 'padahal', 'enak', 'buat', 'kompres', 'jerawat', 'merah', 'mateng', 'langsung', 'kempes', 'lumayan', 'bantu', 'lah']",Penggunaan Produk,negative
548,0,0.7735,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['sayang', 'banget', 'gakk', 'cocok', 'huhu', 'untung', 'beli', 'mini', 'sizenya', 'dulu', 'sihh', 'pas', 'pakek', 'rasa', 'apaapa', 'sih', 'malah', 'enak', 'toner', 'malah', 'bikin', 'jerawat', 'kecilkecil', 'muncul', 'daerah', 'tzone', 'padahal', 'suka', 'banget', 'sih', 'sama', 'tekstur']",Penggunaan Produk,positive
549,0,0.916,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['sayang', 'sekali', 'padahal', 'banyak', 'orang', 'cocok', 'toner', 'lalu', 'wajah', 'bruntusan', 'bekas', 'merah', 'lihat', 'kata', 'bagus', 'bruntusan', 'reda', 'merah', 'bau', 'cukup', 'strong', 'nyaman', 'aplikasi', 'cepat', 'resap', 'pertama', 'kali', 'pakai', 'malam', 'hari', 'besok', 'pagi', 'bangun', 'tidur', 'wajah', 'lihat', 'kusam', 'muncul', 'calon', 'jerawat', 'pikir', 'proses', 'purging', 'jadi', 'terus', 'pakai', 'hingga', 'minggu', 'hasil', 'malah', 'makin', 'parah', 'muncul', 'jerawat', 'baru', 'merah', 'reda', 'isi', 'banyak', 'banget', 'sayang', 'jadi', 'toner', 'badan']",Penggunaan Produk,negative
550,0,0.9833,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['banyak', 'banget', 'cocok', 'sama', 'toner', 'npure', 'satu', 'gadang', 'kata', 'mirip', 'sama', 'skin', 'madagascar', 'centella', 'asiatica', 'wajah', 'malah', 'bikin', 'breakout', 'timbul', 'jarawat', 'gede', 'padahal', 'tekstur', 'nya', 'enak', 'loh', 'cair', 'kaya', 'air', 'pas', 'dipake', 'suami', 'baik', 'maybe', 'kulit', 'memang', 'sensitif', 'jadi', 'kandung', 'sama', 'produk', 'cocok', 'sm', 'produk', 'cocok', 'wajah', 'sensitif']",Penggunaan Produk,positive
551,0,0.8496,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['putus', 'beli', 'toner', 'lihat', 'salah', 'satu', 'selebgram', 'ngespill', 'skincare', 'ngaruh', 'kulit', 'posisi', 'break', 'out', 'and', 'then', 'racun', 'wkwk', 'nama', 'cewek', 'langsung', 'co', 'shopee', 'sen', 'mini', 'size', 'isi', 'ml', 'takut', 'cocok', 'ytta', 'full', 'size', 'harga', 'lumayan', 'bund', 'awal', 'pakai', 'masalah', 'hari', 'kemudian', 'muncul', 'beruntus', 'jidat', 'memang', 'jerawat', 'pakai', 'toner', 'npure', 'jerawat', 'tambah', 'malah', 'jadi', 'beruntus', 'akhir', 'stop', 'pakai', 'toner', 'wajah', 'jadi', 'better', 'terus', 'kasih', 'toner', 'temenku', 'nyata', 'cocok', 'produk', 'bagus', 'sih', 'bukti', 'banyak', 'cocok', 'cocok', 'semua', 'balik', 'kulit', 'masingmasing', 'cocok', 'orang', 'cocok', 'balik', 'hihi']",Penggunaan Produk,negative
552,1,0.9768,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['pakai', 'pas', 'muka', 'ku', 'jerawat', 'bruntusan', 'cari', 'review', 'kata', 'toner', 'bagus', 'banget', 'buat', 'ngeringin', 'jerawat', 'jadi', 'pakai', 'buat', 'kompres', 'jerawat', 'ering', 'malah', 'numbuh', 'jerawat', 'baru', 'jadi', 'stop', 'untung', 'beli', 'trial', 'kit', 'size', 'jadi', 'engga', 'mubadzir']",Kualitas Produk,negative
553,0,0.5784,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['reviewnya', 'bagus', 'bagus', 'banget', 'sayang', 'sekali', 'cocok', 'muka', 'huhu', 'malah', 'jadi', 'bruntusan', 'banyak', 'banget', 'kecil', 'kecil', 'kaya', 'skin', 'barrier', 'rusak', 'jadi', 'susah', 'terima', 'bahan', 'bahan', 'aktif', 'baru', 'baru', 'ken', 'coba']",Penggunaan Produk,negative
554,0,0.9731,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['harap', 'banget', 'cocoknsama', 'produk', 'bahan', 'cica', 'nya', 'nyata', 'emang', 'skincare', 'cocok', 'cocok', 'cocok', 'sama', 'tonernya', 'malah', 'bikin', 'breakout', 'muka', 'muka', 'harap', 'cocok', 'buat', 'gantiin', 'cosrx', 'centella', 'asiatica', 'cukup', 'price']",Penggunaan Produk,positive
555,2,0.9681,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['awal', 'pakai', 'ngeh', 'kalau', 'toner', 'habis', 'kulit', 'oily', 'toner', 'berat', 'lengket', 'banget', 'cuma', 'muka', 'bahkan', 'telapak', 'tangan', 'aplikasiin', 'kapas', 'nyisa', 'lengket', 'bikin', 'kulit', 'makin', 'oily', 'bruntusan']",Pembelian Produk,negative
556,0,0.9718,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['cocok', 'gw', 'efek', 'cocok', 'nya', 'liat', 'pas', 'hari', 'pakai', 'muka', 'langsung', 'muncul', 'jerawat', 'breakout', 'parah', 'padahal', 'benar', 'enak', 'loh', 'tekstur', 'cair', 'bikin', 'lembab', 'kulit', 'sayang', 'sekali', 'cocok', 'muka', 'gw']",Penggunaan Produk,positive
557,1,0.9771,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['bahan', 'bagus', 'merk', 'lokal', 'baru', 'pakai', 'kurang', 'minggu', 'awal', 'awal', 'biasa', 'cuma', 'rasa', 'berat', 'banget', 'jadi', 'minyak', 'gatel', 'sekarang', 'tumbuh', 'jerawat', 'gede', 'kecil', 'padahal', 'lama', 'jerawat', 'parah', 'gin', 'preloved', 'paket', 'lengkap', 'wa', 'kondisi', 'sold', 'out']",Kualitas Produk,negative
558,2,0.9927,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['jenis', 'toner', 'beri', 'hidrasi', 'fragrance', 'nya', 'memang', 'sengat', 'bahkan', 'golong', 'lembut', 'tetep', 'kulit', 'sensitif', 'wewangian', 'seperti', 'recommended', 'dedaunan', 'dalem', 'buat', 'toner', 'cukup', 'unik', 'dedaunan', 'beri', 'efek', 'signifikan', 'sih', 'terus', 'suka', 'busa', 'nya', 'kalau', 'guncang', 'kasih', 'bintang', 'dikit', 'jempol', 'balik', 'tahu', 'review', 'npure', 'banyak', 'isi', 'review', 'palsu', 'buzzer', 'sungguh', 'produk', 'npure', 'worth', 'the', 'hype', 'harga', 'golong', 'mahal', 'efek', 'biasa', 'biasa', 'blak', 'blakan', 'sih', 'jauh', 'better', 'produk', 'avoskin', 'kleveru', 'lacoco', 'skin', 'dewi', 'wardah', 'somethinc', 'semua', 'produk', 'lokal', 'kandunganya', 'bagus', 'bagus', 'banget', 'past', 'produk', 'bisnis', 'pakai', 'cara', 'curang', 'npurewhitelabeverwhite', 'trueve', 'kecewa', 'jujur', 'sih', 'dengam', 'ada', 'fenomena', 'gin', 'moga', 'female', 'daily', 'punya', 'solusi', 'hindar', 'buzzer', 'bikin', 'review', 'palsu', 'mau', 'darimana', 'ngandelin', 'review', 'jujur', 'kalau', 'bukan', 'female', 'daily']",Pembelian Produk,positive
559,1,0.6941,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['sayang', 'banget', 'bikin', 'fungal', 'acneku', 'makin', 'menjadijadi', 'sedih', 'banget', 'padahal', 'cocok', 'pakai', 'centella', 'eh', 'pas', 'pakai', 'malah', 'makin', 'parah', 'dong', 'fungal', 'acneku', 'habis', 'pakai', 'lama', 'dulu', 'skincarean', 'sampe', 'si', 'fungal', 'pergi', 'trauma', 'pakai', 'produk', 'centela', 'pikir', 'cocok', 'nyata', 'pakai', 'produk', 'centela', 'lain', 'finefine', 'berani', 'pakai', 'produk', 'npure', 'takut', 'ngulang', 'salah', 'sama', 'sih']",Kualitas Produk,negative
560,0,0.9724,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['sold', 'cocok', 'banget', 'pakai', 'toner', 'bukan', 'sembuh', 'jerawat', 'malah', 'bikin', 'jerawat', 'tambah', 'banyak', 'radang', 'saran', 'pakai', 'punya', 'tipe', 'kulit', 'acne', 'prone', 'mesti', 'sangat', 'hati', 'pilih', 'skincare', 'walaupun', 'claimnya', 'produk', 'kandung', 'bahan', 'alami']",Penggunaan Produk,negative
561,0,0.9109,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['produk', 'bikin', 'purging', 'awal', 'pakai', 'sih', 'aman', 'bau', 'nyengat', 'whitelab', 'pas', 'dipake', 'emang', 'asa', 'hidrasi', 'banget', 'seger', 'muka', 'jadi', 'ngiranya', 'bakal', 'cocok', 'eh', 'apa', 'besok', 'langsung', 'jerawat', 'biji', 'gede', 'ngiranya', 'emang', 'hormon', 'dipake', 'pas', 'dipake', 'jerawat', 'allah', 'ngak', 'ngira', 'padahal', 'pernah', 'jerawat', 'toner', 'ter', 'bye', 'banget', 'jujur', 'kalau', 'penasaran', 'mending', 'beli', 'share', 'in', 'jar', 'kata']",Penggunaan Produk,negative
562,0,0.9764,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['sika', 'banget', 'sama', 'sedih', 'sih', 'cocok', 'dipake', 'kompres', 'bukan', 'mending', 'jerawat', 'eh', 'malah', 'gatel', 'terus', 'tambah', 'banyak', 'masa', 'cocok', 'sama', 'cica', 'pakai', 'loreal', 'revitalvit', 'tidak apa apa', 'tahu', 'dah', 'cocok', 'sama', 'kandung', 'apa']",Penggunaan Produk,negative
563,0,0.9746,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['tarik', 'produk', 'lokal', 'centellanya', 'buat', 'jerawat', 'kulit', 'gampang', 'jerawat', 'biasa', 'produk', 'cicanya', 'cocok', 'toner', 'sedih', 'pakai', 'beberapa', 'kali', 'muncul', 'jerawat', 'gedegede', 'tempattempat', 'biasa', 'pernah', 'jerawat', 'sembuh', 'lama', 'pengin', 'banget', 'cocok', 'sedih']",Penggunaan Produk,negative
564,0,0.9715,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pakai', 'kira', 'minggu', 'malah', 'jadi', 'jerawat', 'gede', 'jidat', 'banyak', 'banget', 'pipi', 'paling', 'sebbel', 'hidung', 'banyak', 'asli', 'jerawat', 'gede', 'awal', 'beli', 'gara', 'banyak', 'saranin', 'tau', 'cocok', 'sedih', 'banget']",Penggunaan Produk,negative
565,1,0.8299,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['sorry', 'bintang', 'buat', 'toner', 'nyata', 'ini', 'sebab', 'wajah', 'jadi', 'beruntus', 'se', 'muka', 'berubtusan', 'kecilkecil', 'rata', 'seluruh', 'kulit', 'wajah', 'jg', 'dah', 'jadi', 'jerawat', 'padahal', 'pernah', 'alami', 'kaya', 'gin', 'belum', 'pakai', 'produk', 'apa', 'alhamdulillah', 'kulit', 'dah', 'baik', 'punya', 'masalah', 'sama', 'kaya', 'ngobatinnya', 'pakai', 'masker', 'oatmealmaduair', 'mawar', 'pakai', 'rutin', 'hari', 'mulus']",Kualitas Produk,negative
566,1,0.9856,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['dong', 'muka', 'ku', 'malah', 'break', 'out', 'atas', 'jerawat', 'malah', 'nimbulin', 'jerawat', 'variasi', 'muka', 'ku', 'pikir', 'purging', 'sampe', 'hampir', 'bulan', 'gitugitu', 'fix', 'cocok', 'sekarang', 'pr', 'banget', 'ngilangin', 'bekas', 'jerawat', 'nya', 'oiya', 'tarik', 'beli', 'review', 'brand', 'npure', 'bintang', 'nya', 'lumayan', 'tinggi', 'ingredient', 'nya', 'bombastis', 'banget', 'oke', 'mulai', 'sekarang', 'jangan', 'percaya', 'bintang', 'nya', 'kenal', 'kulit', 'mau', 'nya', 'apa']",Kualitas Produk,negative
567,0,0.9748,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['kata', 'orangorang', 'bagus', 'jadi', 'tak', 'coba', 'waduh', 'langsung', 'beruntus', 'jerawat', 'putih', 'kecilkecil', 'nongol', 'kulit', 'langsung', 'kering', 'gada', 'terus', 'gatel', 'sayang', 'padahal', 'botol', 'bagus', 'sukaa', 'transparan', 'terus', 'hijau', 'bagus', 'hfft', 'dah']",Penggunaan Produk,negative
568,0,0.9778,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['cocok', 'pakai', 'inipadahal', 'liat', 'review', 'orang', 'bagus', 'bagus', 'hmmm', 'sedih', 'muka', 'merah', 'merah', 'keluar', 'jerawat', 'semua', 'kalau', 'pakai', 'sedih', 'si', 'emang', 'benar', 'cocok', 'orang', 'cocok', 'kita', 'untung', 'harga', 'mahal', 'jadi', 'rugi', 'rugi', 'banget', 'hehehehehehe']",Penggunaan Produk,negative
569,0,0.9255,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['makan', 'review', 'kayak', 'neng', 'cocok', 'sama', 'noni', 'probiotics', 'cleansernya', 'suka', 'banget', 'sama', 'cica', 'jadi', 'mau', 'beli', 'toner', 'noni', 'cobain', 'pertama', 'kali', 'pakai', 'suka', 'banget', 'wangi', 'emang', 'terlalu', 'masalah', 'fragrance', 'lama', 'lama', 'kok', 'muncul', 'jerawat', 'bruntusan', 'ngecluster', 'pipi', 'kanan', 'sampe', 'dagu', 'awal', 'ngira', 'cuma', 'hormon', 'eh', 'akhir', 'stop', 'pakai', 'balik', 'fw', 'moisturizer', 'doang', 'mulai', 'mending', 'fungal', 'acne', 'gatel', 'banget', 'kecewa', 'parah', 'sih']",Penggunaan Produk,negative
570,2,0.9707,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['buat', 'kulit', 'masalah', 'sama', 'niacinamide', 'kaya', 'bakal', 'bagus', 'banget', 'soal', 'buat', 'calming', 'sekaligus', 'ngilangin', 'bekas', 'buat', 'cocok', 'sama', 'niacin', 'jangan', 'coba', 'niacinnya', 'urut', 'paling', 'akhir', 'tetep', 'bikin', 'reaksi', 'cocok']",Pembelian Produk,positive
571,0,0.9708,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['tekstur', 'cair', 'banget', 'butuh', 'layer', 'baru', 'rasa', 'lembab', 'fragrance', 'nya', 'mungkin', 'bikin', 'cocok', 'buat', 'kulit', 'combi', 'sensitive', 'acne', 'prone', 'pakai', 'hari', 'langsung', 'muncul', 'jerawat', 'gede', 'gaban', 'kulit', 'kusem', 'oily', 'bgtt']",Penggunaan Produk,negative
572,1,0.9848,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['pas', 'bulan', 'pakai', 'toner', 'npure', 'baru', 'ngeuh', 'nyata', 'sebab', 'beruntus', 'jidat', 'sama', 'pipi', 'tuh', 'garagara', 'produk', 'ini', 'lalu', 'selamg', 'bulan', 'ku', 'pakai', 'alloh', 'beruntus', 'jerawat', 'pasir', 'muncul', 'makin', 'parahh', 'beli', 'produk', 'npure', 'takut', 'ulang', 'sama', 'kulit', 'jadi', 'sensi', 'rewel', 'banget', 'tadi', 'jerawat', 'cuma', 'pas', 'pms', 'doang', 'sekarang', 'kembali', 'clean', 'skin', 'akuuu', 'hiksss']",Kualitas Produk,positive
573,1,0.9278,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['berekspektasi', 'tinggi', 'toner', 'pikir', 'bakal', 'cocok', 'pakai', 'selang', 'seling', 'sama', 'toner', 'exfoliate', 'eeeeh', 'nyata', 'pakai', 'minggu', 'kulit', 'breakout', 'parah', 'muncul', 'bruntusan', 'kecilkecil', 'awal', 'kira', 'gigit', 'nyamuk', 'lebetulan', 'rumah', 'banyak', 'nyamuk', 'kalau', 'gosok', 'muka', 'komedonya', 'makin', 'hari', 'bruntusannya', 'makin', 'banyak', 'utama', 'area', 'pipi', 'kalau', 'purging', 'pernah', 'bruntusan', 'gin', 'takut', 'banget', 'akhir', 'stop', 'pakai', 'depan', 'purchase', 'nyoba', 'produk', 'lain']",Kualitas Produk,negative
574,0,0.9665,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['waktu', 'beberapa', 'jerawat', 'cobain', 'pakai', 'ni', 'toner', 'bukan', 'bikin', 'jerawat', 'mending', 'malah', 'makin', 'sering', 'muncul', 'jerawat', 'awal', 'mikir', 'bukan', 'cocok', 'sama', 'toner', 'akhir', 'mutusin', 'buat', 'henti', 'dulu', 'kulit', 'wajah', 'mending', 'jerawat', 'mulai', 'coba', 'pakai', 'mungkin', 'bakal', 'cocok', 'malah', 'timbul', 'jerawat', 'jadi', 'simpul', 'ni', 'toner', 'cocok', 'balik', 'emg', 'skincare', 'cocokcocok', 'an']",Penggunaan Produk,negative
575,0,0.9726,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['kulit', 'sensitif', 'acne', 'prone', 'pertama', 'kali', 'coba', 'langsung', 'bruntusan', 'auto', 'henti', 'pakai', 'padahal', 'exited', 'banget', 'sama', 'produk', 'npure', 'segi', 'tekstur', 'bagus', 'buat', 'ngelembapin', 'segi', 'kandung', 'pdahal', 'bagus', 'memang', 'cocok']",Penggunaan Produk,positive
576,0,0.9747,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['awal', 'berekspetasi', 'lebih', 'sama', 'produk', 'soal', 'banyak', 'banget', 'ngereview', 'kata', 'sih', 'bagus', 'but', 'kulit', 'bantu', 'apa', 'apa', 'malah', 'nambahin', 'bruntusan', 'kulit', 'makin', 'merah', 'nama', 'skincare', 'cocok', 'cocok', 'jadi', 'yaudah', 'hihi']",Penggunaan Produk,negative
577,1,0.7707,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['salah', 'satu', 'produk', 'cocok', 'parah', 'baru', 'tahu', 'kalau', 'cocok', 'habis', 'botol', 'pikir', 'produk', 'coba', 'satu', 'satu', 'nyata', 'sebab', 'waktu', 'punya', 'jerawat', 'nodule', 'sakit', 'sekali', 'ku', 'kompres', 'pakai', 'harap', 'lebih', 'baik', 'nyata', 'besok', 'malah', 'nongol', 'tambah', 'jerawat', 'sama', 'sama', 'sakit', 'nya', 'repurchase', 'absolutely']",Kualitas Produk,positive
